filename,rhotacism
cv-invalid/tc1.wav,normal
cv-invalid/tc2.wav,normal
cv-invalid/tc3.wav,normal
cv-invalid/tc4.wav,normal
cv-invalid/tc5.wav,normal
cv-invalid/tc6.wav,normal
cv-invalid/tc7.wav,normal
cv-invalid/tc8.wav,normal
cv-invalid/tc9.wav,normal
cv-invalid/tc10.wav,normal
cv-invalid/c1.wav,rhotacism
cv-invalid/c2.wav,rhotacism
cv-invalid/c3.wav,rhotacism
cv-invalid/c4.wav,rhotacism
cv-invalid/c5.wav,rhotacism
cv-invalid/c6.wav,rhotacism
cv-invalid/c7.wav,rhotacism
cv-invalid/c8.wav,rhotacism
cv-invalid/c9.wav,rhotacism
cv-invalid/c10.wav,rhotacism
