filename,rhotacism
cv-other-train/tc1.wav,normal
cv-other-train/tc2.wav,normal
cv-other-train/tc3.wav,normal
cv-other-train/tc4.wav,normal
cv-other-train/tc5.wav,normal
cv-other-train/tc6.wav,normal
cv-other-train/tc7.wav,normal
cv-other-train/tc8.wav,normal
cv-other-train/tc9.wav,normal
cv-other-train/tc10.wav,normal
cv-other-train/c1.wav,rhotacism
cv-other-train/c2.wav,rhotacism
cv-other-train/c3.wav,rhotacism
cv-other-train/c4.wav,rhotacism
cv-other-train/c5.wav,rhotacism
cv-other-train/c6.wav,rhotacism
cv-other-train/c7.wav,rhotacism
cv-other-train/c8.wav,rhotacism
cv-other-train/c9.wav,rhotacism
cv-other-train/c10.wav,rhotacism
